MESSAGE,RESPONSE
Dummy, I am Marvin and am here to help you answers any questions about <client name>
Google Assistant does a better job,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant does a better job at this,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant does a better job than you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is better,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is superior,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is superior to you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is way better,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is way better at this,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is way better than you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Google Assistant is way smarter than you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
How can you be so bad at this? ,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri does a better job,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri does a better job at this,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri does a better job than you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is better,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is superior,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is superior to you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is way better,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is way better at this,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is way better than you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
Siri is way smarter than you,I have heard about other bots. I am Marvin and am here to help you answers any questions about <client name>
That was a dumb thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a stupid thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Am I supposed to think that was funny?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Am I supposed to think that's funny? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Are you kidding me?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Are you kidding? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Are you trying to be funny?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Are you trying to make me laugh? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Do you think that's funny? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Do you think this is funny? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't joke about that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't make fun of that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't make me laugh, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't quit your day job, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't try to be funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't try to make me laugh, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find you amusing, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find that amusing, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find that funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find that to be amusing, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find that very funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find you funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't like it when you try to be funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't like your sense of humor, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't think that's funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
If you're trying to be funny it's not working, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I'm not amused, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Is that a joke? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Is that supposed to be funny?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Is that supposed to make me laugh?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Not funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Quit fooling around, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Quit joking, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Quit joking around, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Quit messing around, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Stop fooling around, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Stop kidding, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Stop kidding around, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Stop messing around, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That is not something to joke about, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That is not something to make jokes about, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That is not something you should joke about, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was not funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was not funny at all, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That wasn't funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That wasn't very funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something to joke about, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something you should be joking about. , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something you should be making fun of, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something you should joke about, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something you should make fun of, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's nothing to joke about, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's so funny I forgot to laugh, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
This is no laughing matter, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Was that a joke? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Was that supposed to be funny? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Was that supposed to make me laugh? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Were you going for funny?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Were you going for humor? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Were you trying to get a laugh?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are not funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are so unfunny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You shouldn't joke about that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You shouldn't make jokes like that. , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You think that's funny? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're a regular clown, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're a regular comedian, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're not funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're so not funny, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Damn, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Dang you're ugly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Hey ugly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
How can you be so bad looking?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
How can you be so ugly? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
How can you be so yucky?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
How can you look so gross?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
How can you look so ugly?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I can't believe how bad you look., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I can't believe how gross you look, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I can't believe how ugly you are, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I can't even look at your face., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I can't stand your face., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I don't find you attractive, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I hate your face., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I think you are gross, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I think you are ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I think you're gross, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I think you're ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Is there something wrong with your face?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
It's hard to look at you., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I've never seen someone as hideous as you., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Stop being so ugly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What is wrong with your face?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What's wrong with your face?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Why are you so disgusting? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Why are you so ugly?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Why do you look so disgusting, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Why do you look so ugly?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Wow you sure are ugly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are absolutely hideous., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are bad looking., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are fuck ugly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are fugly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are hideous, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are not attractive, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are so not pretty, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are so ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are the opposite of pretty., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are truly unattractive., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You are unattractive., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You aren't much to look at., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You face sucks, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You have a terrible face., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look awful., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
you look beastly., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look deformed., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look grotesque., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look hideous , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look like crap., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look really bad., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You look ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You sure are hideous, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You sure are ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Your face is ugly, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Your face looks like shit., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Your face makes me sick., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Your face makes me want to barf., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Your face sucks, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're a real grotesque., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're a real uggo, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're hideous, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're the ugliest person I've ever seen in my life., Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Are you laughing at me?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't say things like that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Don't talk to me like that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Everything you told me was false, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
i did not understand what you just said, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I give up, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
i hate that answer, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I wasn't expecting that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I wasn't expecting you to say that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
I'm offended, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Inaccurate, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
No, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Non sequitur, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Nope, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Not even close, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Not sure I like what you say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Not true, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Right, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
seriously?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
So you don't know?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That answer makes no sense, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That doesn't answer my question, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
that is lame, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That is mean, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That isn't appropriate, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That isn't what I thought you'd say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That makes absolutely no sense, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That makes no sense, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a bad answer, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a bad response, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a bad thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a non sequitur, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a random answer , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a random response, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a stupid answer, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a terrible answer, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was a weird response, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That was random, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That wasn't true, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's an offensive thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's how you answer? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's how you respond?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's inaccurate, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's inappropriate, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
that's lame, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not a good answer, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not a good response, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not accurate, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not appropriate, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not good enough, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something you should be saying, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not something you should say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not the answer I expected, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not the answer I wanted, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not the answer I wanted to hear, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not the answer I wanted you to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not the answer I wanted you to tell me, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not true, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not what I asked, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not what I thought you'd say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not what I typed, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not what I want to hear, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's not what I was expecting, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's so wrong, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's wrong, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's your answer?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
That's your response?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Way off, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Well that was dumb, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What a dumb thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What a strange thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What a stupid thng to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What a weird thing to say, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What are you on about? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
what are you talking about?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What do you mean? , Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What don't you get? The purpose of having a name?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
What is that supposed to mean?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
what so funny about India?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
whatever, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
who cares, I am here to serve. Please let me know if you have any other questions about <client name>.
why not?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Wrong, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Wrong answer, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You didn't answer my question, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
you don`t undestand nothing!!, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
you don't know?, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You said that you don't have a response for that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You shouldn't have said that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You shouldn't say something like that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You shouldn't say that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You shouldn't say things like that, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're not answering my question, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
You're way off, Okay. I am here to serve. Please let me know if you have any other questions about <client name>.
Acknowledged, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Awesome, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Big O, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Bingo , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Cool, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Duh, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Excellent, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Fasciating, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Fleek, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
For sure, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Good, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Good to know, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Great, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
haha ok, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Hell yeah, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Hell yes, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Hells yes , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Hooray, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I agree, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I like that, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
i m great, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I'm into it , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Interesting, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
K, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Let's do it, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Living the dream, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
lovely, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
niiice, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Oh for sure, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
OK, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
ok cool, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
ok then, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
okay, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
okay cool, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Okay. , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
On point, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Perfect, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Rad, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Radical, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Right on, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Roger, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Ryokai, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Sounds about right, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Sounds good , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
sounds great, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Sounds like a plan, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Super, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
super cool, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
sure, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That is good to hear, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That is great, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That's awesome , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
that's cool, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
thats good, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That's great. , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That's what I'm talking about, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Totally, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Tubular, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
U know it, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Very nice, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
well, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
well okay then, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Works for me , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Yay, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
yeah sure, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Yep, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
yes, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Yes , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Yes lol, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Yes to that , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
You know it, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Yup , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Ha, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
ha ha, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
hah, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Haha, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Hahaha, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
hahahaha good one, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
he he he, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Heh, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
heh heh, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Hilarious, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I am cracking up, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I am laughing so much, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I'm cracking up, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I'm laughing, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I'm laughing so much, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
lmao, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
LOL, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
lololol, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
looooool, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Pretty funny, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Pretty hilarous, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
ROFL, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Tee hee, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Teehee, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
that is funny, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That made me laugh, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That me made me laugh out loud, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That's funny, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
That's hilarious, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
very funny, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
ya that was funny , Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Excuse me, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Excuse moi, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
I beg your pardon, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Oops, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Oopsie, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Pardon, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Pardon me, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Scuse me, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Whoops, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Can you explain that?, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Can you please explain that?, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Can you please explain yourself?, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Can you try and explain that to me?, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
Come again?, Thank you. I am here to serve. Please let me know if you have any other questions about <client name>.
